order_item_id,order_id,product_id,quantity,line_total
OI0001162,ORD000362,PRD00095,3,705.81
OI0001163,ORD000363,PRD00102,3,401.91
OI0001164,ORD000364,PRD00109,1,32.34
OI0001165,ORD000365,PRD00116,1,44.53
OI0001166,ORD000366,PRD00003,5,226.2
OI0001167,ORD000367,PRD00010,5,899.7
OI0001168,ORD000368,PRD00017,1,70.87
OI0001169,ORD000369,PRD00024,2,157.24
OI0001170,ORD000370,PRD00031,4,143.4
OI0001171,ORD000371,PRD00038,4,499.64
OI0001172,ORD000372,PRD00045,5,607.75
OI0001173,ORD000373,PRD00052,5,48.0
OI0001174,ORD000374,PRD00059,3,715.41
OI0001175,ORD000375,PRD00066,3,90.3
OI0001176,ORD000376,PRD00073,1,119.28
OI0001177,ORD000377,PRD00080,5,136.65
OI0001178,ORD000378,PRD00087,3,741.72
OI0001179,ORD000379,PRD00094,5,308.65
OI0001180,ORD000380,PRD00101,1,10.97
OI0001181,ORD000381,PRD00108,3,409.74
OI0001182,ORD000382,PRD00115,2,477.8
OI0001183,ORD000383,PRD00002,2,421.9
OI0001184,ORD000384,PRD00009,2,21.94
OI0001185,ORD000385,PRD00016,1,59.66
OI0001186,ORD000386,PRD00023,1,118.91
OI0001187,ORD000387,PRD00030,3,560.13
OI0001188,ORD000388,PRD00037,2,271.62
OI0001189,ORD000389,PRD00044,1,137.35
OI0001190,ORD000390,PRD00051,1,6.11
OI0001191,ORD000391,PRD00058,3,707.58
OI0001192,ORD000392,PRD00065,4,180.48
OI0001193,ORD000393,PRD00072,4,893.4
OI0001194,ORD000394,PRD00079,3,708.69
OI0001195,ORD000395,PRD00086,5,1118.6
OI0001196,ORD000396,PRD00093,5,424.2
OI0001197,ORD000397,PRD00100,3,45.66
OI0001198,ORD000398,PRD00107,1,78.05
OI0001199,ORD000399,PRD00114,5,536.6
OI0001200,ORD000400,PRD00001,4,745.4
OI0001201,ORD000401,PRD00008,3,287.88
OI0001202,ORD000402,PRD00015,2,208.52
OI0001203,ORD000403,PRD00022,2,42.72
OI0001204,ORD000404,PRD00029,2,374.32
OI0001205,ORD000405,PRD00036,5,327.2
OI0001206,ORD000406,PRD00043,2,198.82
OI0001207,ORD000407,PRD00050,5,332.5
OI0001208,ORD000408,PRD00057,2,464.66
OI0001209,ORD000409,PRD00064,5,871.9
OI0001210,ORD000410,PRD00071,1,157.64
OI0001211,ORD000411,PRD00078,1,154.5
OI0001212,ORD000412,PRD00085,1,167.56
OI0001213,ORD000413,PRD00092,5,653.3
OI0001214,ORD000414,PRD00099,1,66.04
OI0001215,ORD000415,PRD00106,3,174.51
OI0001216,ORD000416,PRD00113,4,278.52
OI0001217,ORD000417,PRD00120,4,41.64
OI0001218,ORD000418,PRD00007,3,267.66
OI0001219,ORD000419,PRD00014,1,215.52
OI0001220,ORD000420,PRD00021,5,1239.2
OI0001221,ORD000421,PRD00028,3,443.01
OI0001222,ORD000422,PRD00035,4,940.12
OI0001223,ORD000423,PRD00042,4,113.84
OI0001224,ORD000424,PRD00049,1,166.14
OI0001225,ORD000425,PRD00056,5,263.3
OI0001226,ORD000426,PRD00063,5,1118.95
OI0001227,ORD000427,PRD00070,2,153.1
OI0001228,ORD000428,PRD00077,5,57.4
OI0001229,ORD000429,PRD00084,3,206.07
OI0001230,ORD000430,PRD00091,1,44.14
OI0001231,ORD000431,PRD00098,5,1129.7
OI0001232,ORD000432,PRD00105,2,126.54
OI0001233,ORD000433,PRD00112,5,631.85
OI0001234,ORD000434,PRD00119,2,117.68
OI0001235,ORD000435,PRD00006,2,270.68
OI0001236,ORD000436,PRD00013,4,303.16
OI0001237,ORD000437,PRD00020,4,988.6
OI0001238,ORD000438,PRD00027,5,964.65
OI0001239,ORD000439,PRD00034,2,313.88
OI0001240,ORD000440,PRD00041,1,172.43
OI0001241,ORD000441,PRD00048,2,469.22
OI0001242,ORD000442,PRD00055,5,996.7
OI0001243,ORD000443,PRD00062,1,229.48
OI0001244,ORD000444,PRD00069,1,79.03
OI0001245,ORD000445,PRD00076,1,91.57
OI0001246,ORD000446,PRD00083,3,363.66
OI0001247,ORD000447,PRD00090,3,634.74
OI0001248,ORD000448,PRD00097,4,828.0
OI0001249,ORD000449,PRD00104,2,333.08
OI0001250,ORD000450,PRD00111,3,373.65
OI0001251,ORD000451,PRD00118,3,645.78
OI0001252,ORD000452,PRD00005,4,635.76
OI0001253,ORD000453,PRD00012,2,128.42
OI0001254,ORD000454,PRD00019,3,47.04
OI0001255,ORD000455,PRD00026,4,382.12
OI0001256,ORD000456,PRD00033,4,520.88
OI0001257,ORD000457,PRD00040,5,78.85
OI0001258,ORD000458,PRD00047,2,191.42
OI0001259,ORD000459,PRD00054,3,324.45
OI0001260,ORD000460,PRD00061,5,68.9
OI0001261,ORD000461,PRD00068,5,605.7
OI0001262,ORD000462,PRD00075,4,941.48
OI0001263,ORD000463,PRD00082,2,311.24
OI0001264,ORD000464,PRD00089,5,581.3
OI0001265,ORD000465,PRD00096,5,646.15
OI0001266,ORD000466,PRD00103,1,84.55
OI0001267,ORD000467,PRD00110,2,85.96
OI0001268,ORD000468,PRD00117,4,833.72
OI0001269,ORD000469,PRD00004,5,1059.65
OI0001270,ORD000470,PRD00011,1,228.97
OI0001271,ORD000471,PRD00018,3,38.94
OI0001272,ORD000472,PRD00025,3,732.84
OI0001273,ORD000473,PRD00032,2,428.74
OI0001274,ORD000474,PRD00039,5,1140.55
OI0001275,ORD000475,PRD00046,5,726.15
OI0001276,ORD000476,PRD00053,1,91.24
OI0001277,ORD000477,PRD00060,3,596.67
OI0001278,ORD000478,PRD00067,1,41.94
OI0001279,ORD000479,PRD00074,3,722.88
OI0001280,ORD000480,PRD00081,3,257.91
OI0001281,ORD000481,PRD00088,3,321.63
OI0001282,ORD000482,PRD00095,3,705.81
OI0001283,ORD000483,PRD00102,3,401.91
OI0001284,ORD000484,PRD00109,3,97.02
OI0001285,ORD000485,PRD00116,5,222.65
OI0001286,ORD000486,PRD00003,2,90.48
OI0001287,ORD000487,PRD00010,2,359.88
OI0001288,ORD000488,PRD00017,4,283.48
OI0001289,ORD000489,PRD00024,4,314.48
OI0001290,ORD000490,PRD00031,1,35.85
OI0001291,ORD000491,PRD00038,2,249.82
OI0001292,ORD000492,PRD00045,2,243.1
OI0001293,ORD000493,PRD00052,1,9.6
OI0001294,ORD000494,PRD00059,2,476.94
OI0001295,ORD000495,PRD00066,2,60.2
OI0001296,ORD000496,PRD00073,3,357.84
OI0001297,ORD000497,PRD00080,2,54.66
OI0001298,ORD000498,PRD00087,2,494.48
OI0001299,ORD000499,PRD00094,4,246.92
OI0001300,ORD000500,PRD00101,2,21.94
OI0001301,ORD000501,PRD00108,4,546.32
OI0001302,ORD000502,PRD00115,4,955.6
OI0001303,ORD000503,PRD00002,1,210.95
OI0001304,ORD000504,PRD00009,5,54.85
OI0001305,ORD000505,PRD00016,4,238.64
OI0001306,ORD000506,PRD00023,5,594.55
OI0001307,ORD000507,PRD00030,4,746.84
OI0001308,ORD000508,PRD00037,3,407.43
OI0001309,ORD000509,PRD00044,5,686.75
OI0001310,ORD000510,PRD00051,4,24.44
OI0001311,ORD000511,PRD00058,4,943.44
OI0001312,ORD000512,PRD00065,2,90.24
OI0001313,ORD000513,PRD00072,2,446.7
OI0001314,ORD000514,PRD00079,5,1181.15
OI0001315,ORD000515,PRD00086,4,894.88
OI0001316,ORD000516,PRD00093,1,84.84
OI0001317,ORD000517,PRD00100,5,76.1
OI0001318,ORD000518,PRD00107,3,234.15
OI0001319,ORD000519,PRD00114,4,429.28
OI0001320,ORD000520,PRD00001,4,745.4
OI0001321,ORD000521,PRD00008,5,479.8
OI0001322,ORD000522,PRD00015,1,104.26
OI0001323,ORD000523,PRD00022,3,64.08
OI0001324,ORD000524,PRD00029,4,748.64
OI0001325,ORD000525,PRD00036,5,327.2
OI0001326,ORD000526,PRD00043,2,198.82
OI0001327,ORD000527,PRD00050,1,66.5
OI0001328,ORD000528,PRD00057,2,464.66
OI0001329,ORD000529,PRD00064,4,697.52
OI0001330,ORD000530,PRD00071,1,157.64
OI0001331,ORD000531,PRD00078,1,154.5
OI0001332,ORD000532,PRD00085,4,670.24
OI0001333,ORD000533,PRD00092,2,261.32
OI0001334,ORD000534,PRD00099,2,132.08
OI0001335,ORD000535,PRD00106,2,116.34
OI0001336,ORD000536,PRD00113,4,278.52
OI0001337,ORD000537,PRD00120,3,31.23
OI0001338,ORD000538,PRD00007,3,267.66
OI0001339,ORD000539,PRD00014,2,431.04
OI0001340,ORD000540,PRD00021,2,495.68
OI0001341,ORD000541,PRD00028,1,147.67
OI0001342,ORD000542,PRD00035,4,940.12
OI0001343,ORD000543,PRD00042,5,142.3
OI0001344,ORD000544,PRD00049,4,664.56
OI0001345,ORD000545,PRD00056,2,105.32
OI0001346,ORD000546,PRD00063,2,447.58
OI0001347,ORD000547,PRD00070,4,306.2
OI0001348,ORD000548,PRD00077,2,22.96
OI0001349,ORD000549,PRD00084,2,137.38
OI0001350,ORD000550,PRD00091,1,44.14
OI0001351,ORD000551,PRD00098,2,451.88
OI0001352,ORD000552,PRD00105,5,316.35
OI0001353,ORD000553,PRD00112,3,379.11
OI0001354,ORD000554,PRD00119,4,235.36
OI0001355,ORD000555,PRD00006,4,541.36
OI0001356,ORD000556,PRD00013,3,227.37
OI0001357,ORD000557,PRD00020,5,1235.75
OI0001358,ORD000558,PRD00027,4,771.72
OI0001359,ORD000559,PRD00034,2,313.88
OI0001360,ORD000560,PRD00041,5,862.15
OI0001361,ORD000561,PRD00048,1,234.61
OI0001362,ORD000562,PRD00055,5,996.7
OI0001363,ORD000563,PRD00062,5,1147.4
OI0001364,ORD000564,PRD00069,3,237.09
OI0001365,ORD000565,PRD00076,5,457.85
OI0001366,ORD000566,PRD00083,2,242.44
OI0001367,ORD000567,PRD00090,3,634.74
OI0001368,ORD000568,PRD00097,2,414.0
OI0001369,ORD000569,PRD00104,3,499.62
OI0001370,ORD000570,PRD00111,4,498.2
OI0001371,ORD000571,PRD00118,2,430.52
OI0001372,ORD000572,PRD00005,3,476.82
OI0001373,ORD000573,PRD00012,4,256.84
OI0001374,ORD000574,PRD00019,3,47.04
OI0001375,ORD000575,PRD00026,3,286.59
OI0001376,ORD000576,PRD00033,3,390.66
OI0001377,ORD000577,PRD00040,2,31.54
OI0001378,ORD000578,PRD00047,1,95.71
OI0001379,ORD000579,PRD00054,3,324.45
OI0001380,ORD000580,PRD00061,5,68.9
OI0001381,ORD000581,PRD00068,2,242.28
OI0001382,ORD000582,PRD00075,3,706.11
OI0001383,ORD000583,PRD00082,5,778.1
OI0001384,ORD000584,PRD00089,5,581.3
OI0001385,ORD000585,PRD00096,4,516.92
OI0001386,ORD000586,PRD00103,3,253.65
OI0001387,ORD000587,PRD00110,2,85.96
OI0001388,ORD000588,PRD00117,2,416.86
OI0001389,ORD000589,PRD00004,5,1059.65
OI0001390,ORD000590,PRD00011,2,457.94
OI0001391,ORD000591,PRD00018,5,64.9
OI0001392,ORD000592,PRD00025,2,488.56
OI0001393,ORD000593,PRD00032,4,857.48
OI0001394,ORD000594,PRD00039,1,228.11
OI0001395,ORD000595,PRD00046,4,580.92
OI0001396,ORD000596,PRD00053,4,364.96
OI0001397,ORD000597,PRD00060,1,198.89
OI0001398,ORD000598,PRD00067,5,209.7
OI0001399,ORD000599,PRD00074,1,240.96
OI0001400,ORD000600,PRD00081,4,343.88
OI0001401,ORD000601,PRD00088,3,321.63
OI0001402,ORD000602,PRD00095,4,941.08
OI0001403,ORD000603,PRD00102,1,133.97
OI0001404,ORD000604,PRD00109,5,161.7
OI0001405,ORD000605,PRD00116,5,222.65
OI0001406,ORD000606,PRD00003,3,135.72
OI0001407,ORD000607,PRD00010,4,719.76
OI0001408,ORD000608,PRD00017,2,141.74
OI0001409,ORD000609,PRD00024,2,157.24
OI0001410,ORD000610,PRD00031,4,143.4
OI0001411,ORD000611,PRD00038,3,374.73
OI0001412,ORD000612,PRD00045,4,486.2
OI0001413,ORD000613,PRD00052,1,9.6
OI0001414,ORD000614,PRD00059,4,953.88
OI0001415,ORD000615,PRD00066,4,120.4
OI0001416,ORD000616,PRD00073,3,357.84
OI0001417,ORD000617,PRD00080,5,136.65
OI0001418,ORD000618,PRD00087,3,741.72
OI0001419,ORD000619,PRD00094,5,308.65
OI0001420,ORD000620,PRD00101,1,10.97
OI0001421,ORD000621,PRD00108,5,682.9
OI0001422,ORD000622,PRD00115,4,955.6
OI0001423,ORD000623,PRD00002,3,632.85
OI0001424,ORD000624,PRD00009,3,32.91
OI0001425,ORD000625,PRD00016,5,298.3
OI0001426,ORD000626,PRD00023,5,594.55
OI0001427,ORD000627,PRD00030,3,560.13
OI0001428,ORD000628,PRD00037,4,543.24
OI0001429,ORD000629,PRD00044,3,412.05
OI0001430,ORD000630,PRD00051,3,18.33
OI0001431,ORD000631,PRD00058,4,943.44
OI0001432,ORD000632,PRD00065,1,45.12
OI0001433,ORD000633,PRD00072,4,893.4
OI0001434,ORD000634,PRD00079,5,1181.15
OI0001435,ORD000635,PRD00086,3,671.16
OI0001436,ORD000636,PRD00093,1,84.84
OI0001437,ORD000637,PRD00100,3,45.66
OI0001438,ORD000638,PRD00107,3,234.15
OI0001439,ORD000639,PRD00114,3,321.96
OI0001440,ORD000640,PRD00001,5,931.75
OI0001441,ORD000641,PRD00008,5,479.8
OI0001442,ORD000642,PRD00015,3,312.78
OI0001443,ORD000643,PRD00022,3,64.08
OI0001444,ORD000644,PRD00029,3,561.48
OI0001445,ORD000645,PRD00036,5,327.2
OI0001446,ORD000646,PRD00043,4,397.64
OI0001447,ORD000647,PRD00050,2,133.0
OI0001448,ORD000648,PRD00057,4,929.32
OI0001449,ORD000649,PRD00064,4,697.52
OI0001450,ORD000650,PRD00071,1,157.64
OI0001451,ORD000651,PRD00078,4,618.0
OI0001452,ORD000652,PRD00085,1,167.56
OI0001453,ORD000653,PRD00092,5,653.3
OI0001454,ORD000654,PRD00099,2,132.08
OI0001455,ORD000655,PRD00106,2,116.34
OI0001456,ORD000656,PRD00113,3,208.89
OI0001457,ORD000657,PRD00120,5,52.05
OI0001458,ORD000658,PRD00007,4,356.88
OI0001459,ORD000659,PRD00014,4,862.08
OI0001460,ORD000660,PRD00021,3,743.52
OI0001461,ORD000661,PRD00028,1,147.67
OI0001462,ORD000662,PRD00035,3,705.09
OI0001463,ORD000663,PRD00042,3,85.38
OI0001464,ORD000664,PRD00049,2,332.28
OI0001465,ORD000665,PRD00056,5,263.3
OI0001466,ORD000666,PRD00063,4,895.16
OI0001467,ORD000667,PRD00070,2,153.1
OI0001468,ORD000668,PRD00077,4,45.92
OI0001469,ORD000669,PRD00084,1,68.69
OI0001470,ORD000670,PRD00091,2,88.28
OI0001471,ORD000671,PRD00098,2,451.88
OI0001472,ORD000672,PRD00105,3,189.81
OI0001473,ORD000673,PRD00112,5,631.85
OI0001474,ORD000674,PRD00119,4,235.36
OI0001475,ORD000675,PRD00006,1,135.34
OI0001476,ORD000676,PRD00013,2,151.58
OI0001477,ORD000677,PRD00020,1,247.15
OI0001478,ORD000678,PRD00027,3,578.79
OI0001479,ORD000679,PRD00034,3,470.82
OI0001480,ORD000680,PRD00041,3,517.29
OI0001481,ORD000681,PRD00048,2,469.22
OI0001482,ORD000682,PRD00055,1,199.34
OI0001483,ORD000683,PRD00062,3,688.44
OI0001484,ORD000684,PRD00069,5,395.15
OI0001485,ORD000685,PRD00076,5,457.85
OI0001486,ORD000686,PRD00083,2,242.44
OI0001487,ORD000687,PRD00090,5,1057.9
OI0001488,ORD000688,PRD00097,5,1035.0
OI0001489,ORD000689,PRD00104,3,499.62
OI0001490,ORD000690,PRD00111,3,373.65
OI0001491,ORD000691,PRD00118,1,215.26
OI0001492,ORD000692,PRD00005,1,158.94
OI0001493,ORD000693,PRD00012,1,64.21
OI0001494,ORD000694,PRD00019,1,15.68
OI0001495,ORD000695,PRD00026,1,95.53
OI0001496,ORD000696,PRD00033,4,520.88
OI0001497,ORD000697,PRD00040,5,78.85
OI0001498,ORD000698,PRD00047,4,382.84
OI0001499,ORD000699,PRD00054,3,324.45
OI0001500,ORD000700,PRD00061,4,55.12
